customer_id,recency,frequency,monetary,avg_order_value,avg_items_per_order,days_between_orders,cluster_label,cluster_name
12412,75,3,1226.88,20.112786885245903,13.59016393442623,0.0,0,The Core Customer Base
12413,67,3,758.1,19.95,7.526315789473684,0.0,0,The Core Customer Base
12414,217,3,562.41,31.244999999999997,16.666666666666668,0.0,0,The Core Customer Base
12415,24,21,124914.53,174.95032212885152,108.36694677871148,0.0,0,The Core Customer Base
12417,3,9,3649.1,19.005729166666665,8.083333333333334,0.0,0,The Core Customer Base
12418,113,1,668.58,19.664117647058823,11.970588235294118,0.0,0,The Core Customer Base
12420,64,1,600.39,20.70310344827586,11.89655172413793,0.0,0,The Core Customer Base
12421,16,4,807.04,17.93422222222222,10.755555555555556,0.0,0,The Core Customer Base
12422,96,3,803.5600000000001,20.604102564102565,9.487179487179487,0.0,0,The Core Customer Base
12423,1,8,1859.31,14.87448,10.712,0.0,0,The Core Customer Base
12424,163,2,1760.96,58.69866666666667,24.666666666666668,0.0,0,The Core Customer Base
12425,78,1,777.2,21.58888888888889,13.777777777777779,0.0,0,The Core Customer Base
12426,195,1,582.73,19.424333333333333,8.6,0.0,0,The Core Customer Base
12427,22,3,825.8,26.638709677419353,17.193548387096776,0.0,0,The Core Customer Base
12428,26,9,7956.46,27.062789115646257,12.02721088435374,0.0,0,The Core Customer Base
12429,9,4,3750.4,38.66391752577319,16.051546391752577,0.0,0,The Core Customer Base
12430,43,1,256.4,23.30909090909091,10.636363636363637,0.0,0,The Core Customer Base
12431,36,15,6487.45,27.606170212765957,12.36595744680851,0.0,0,The Core Customer Base
12432,43,5,5059.32,46.845555555555556,16.675925925925927,0.0,0,The Core Customer Base
12433,1,7,13375.87,31.847309523809525,26.35952380952381,0.0,0,The Core Customer Base
12434,85,2,806.14,16.122799999999998,7.88,0.0,0,The Core Customer Base
12435,80,2,7829.89,217.49694444444447,57.083333333333336,0.0,0,The Core Customer Base
12436,100,1,509.01,31.813125,13.1875,0.0,0,The Core Customer Base
12437,2,18,4951.41,24.88145728643216,14.683417085427136,0.0,0,The Core Customer Base
12438,14,2,2906.85,29.66173469387755,12.040816326530612,0.0,0,The Core Customer Base
12441,367,1,173.55,15.77727272727273,11.0,0.0,0,The Core Customer Base
12442,3,1,172.06,14.338333333333333,15.166666666666666,0.0,0,The Core Customer Base
12444,21,5,5005.46,28.440113636363638,6.551136363636363,0.0,0,The Core Customer Base
12445,22,1,133.4,33.35,15.5,0.0,0,The Core Customer Base
12446,58,1,1002.3100000000001,17.584385964912283,6.157894736842105,0.0,0,The Core Customer Base
12447,243,1,476.49,18.326538461538462,7.3076923076923075,0.0,0,The Core Customer Base
12448,44,1,449.45,20.429545454545455,11.045454545454545,0.0,0,The Core Customer Base
12449,22,4,4067.29,21.294712041884818,8.13089005235602,0.0,0,The Core Customer Base
12450,156,2,197.88,24.735,16.0,0.0,0,The Core Customer Base
12451,11,5,9035.52,25.524067796610172,18.573446327683616,0.0,0,The Core Customer Base
12452,17,2,430.57,19.571363636363635,8.409090909090908,0.0,0,The Core Customer Base
12453,134,1,707.09,16.443953488372095,11.0,0.0,0,The Core Customer Base
12454,56,1,3528.34,235.22266666666667,67.06666666666666,0.0,0,The Core Customer Base
12455,73,6,2466.86,27.409555555555556,23.211111111111112,0.0,0,The Core Customer Base
12456,44,3,3181.04,25.44832,13.064,0.0,0,The Core Customer Base
12457,66,7,2363.23,38.11661290322581,13.596774193548388,0.0,0,The Core Customer Base
12458,71,2,947.4,24.931578947368422,13.31578947368421,0.0,0,The Core Customer Base
12461,94,2,826.88,23.62514285714286,8.2,0.0,0,The Core Customer Base
12462,19,2,1189.59,19.186935483870965,8.64516129032258,0.0,0,The Core Customer Base
12463,53,4,1344.78,16.202168674698793,9.349397590361447,0.0,0,The Core Customer Base
12464,10,8,1212.05,41.79482758620689,3.8620689655172415,0.0,0,The Core Customer Base
12465,17,2,742.19,15.791276595744682,10.191489361702128,0.0,0,The Core Customer Base
12468,188,2,729.5400000000001,19.19842105263158,9.631578947368421,0.0,0,The Core Customer Base
12471,2,30,19824.05,43.09576086956522,17.85217391304348,0.0,0,The Core Customer Base
12472,32,7,6572.11,19.386755162241887,12.23598820058997,0.0,0,The Core Customer Base
12473,29,5,3938.55,23.44375,14.517857142857142,0.0,0,The Core Customer Base
12474,17,18,7375.79,17.395731132075472,11.431603773584905,0.0,0,The Core Customer Base
12475,54,1,723.38,20.093888888888888,14.86111111111111,0.0,0,The Core Customer Base
12476,16,11,6816.42,29.255021459227468,10.334763948497853,0.0,0,The Core Customer Base
12477,23,6,13219.74,44.065799999999996,12.176666666666666,0.0,0,The Core Customer Base
12478,4,1,680.99,18.91638888888889,6.555555555555555,0.0,0,The Core Customer Base
12479,11,1,527.2,17.006451612903227,12.419354838709678,0.0,0,The Core Customer Base
12480,28,4,3281.63,21.309285714285714,11.084415584415584,0.0,0,The Core Customer Base
12481,23,10,5596.32,25.789493087557602,15.225806451612904,0.0,0,The Core Customer Base
12483,17,8,2484.98,33.133066666666664,14.8,0.0,0,The Core Customer Base
12484,33,6,4541.72,13.126358381502891,6.332369942196531,0.0,0,The Core Customer Base
12488,10,3,1298.66,23.612000000000002,9.618181818181819,0.0,0,The Core Customer Base
12489,336,1,334.93,22.328666666666667,7.0,0.0,0,The Core Customer Base
12490,5,10,5417.93,22.114,12.506122448979593,0.0,0,The Core Customer Base
12491,39,1,460.40000000000003,17.70769230769231,10.0,0.0,0,The Core Customer Base
12492,63,2,263.21000000000004,13.160500000000003,9.6,0.0,0,The Core Customer Base
12493,166,2,433.74,19.715454545454545,9.409090909090908,0.0,0,The Core Customer Base
12494,16,7,1246.1,16.18311688311688,9.181818181818182,0.0,0,The Core Customer Base
12497,82,1,1043.1,74.50714285714285,88.28571428571429,0.0,0,The Core Customer Base
12498,21,3,403.70000000000005,17.55217391304348,6.913043478260869,0.0,0,The Core Customer Base
12500,23,11,4257.82,69.80032786885245,43.90163934426229,0.0,0,The Core Customer Base
12501,337,1,2169.39,14.559664429530201,11.966442953020135,0.0,0,The Core Customer Base
12502,96,5,3723.87,25.332448979591835,5.578231292517007,0.0,0,The Core Customer Base
12504,18,2,482.04999999999995,53.5611111111111,10.0,0.0,0,The Core Customer Base
12506,233,1,73.5,3.1956521739130435,1.0,0.0,0,The Core Customer Base
12507,134,3,1304.81,62.13380952380952,42.57142857142857,0.0,0,The Core Customer Base
12508,26,2,398.27,5.772028985507246,3.9420289855072466,0.0,0,The Core Customer Base
12509,284,1,176.5,25.214285714285715,7.857142857142857,0.0,0,The Core Customer Base
12510,143,2,982.5699999999999,29.774848484848484,10.696969696969697,0.0,0,The Core Customer Base
12512,66,2,138.03,4.059705882352941,2.911764705882353,0.0,0,The Core Customer Base
12513,113,1,612.29,17.494,13.2,0.0,0,The Core Customer Base
12514,267,1,1017.68,19.954509803921567,8.627450980392156,0.0,0,The Core Customer Base
12515,353,1,383.7,23.98125,8.1875,0.0,0,The Core Customer Base
12516,78,2,1312.06,50.46384615384615,33.65384615384615,0.0,0,The Core Customer Base
12517,28,5,2502.84,8.812816901408452,4.827464788732394,0.0,0,The Core Customer Base
12518,1,5,2056.89,16.58782258064516,10.629032258064516,0.0,0,The Core Customer Base
12519,64,1,340.84,18.935555555555553,10.166666666666666,0.0,0,The Core Customer Base
12520,79,5,2634.26,17.330657894736845,9.467105263157896,0.0,0,The Core Customer Base
12521,143,1,599.68,15.781052631578946,8.131578947368421,0.0,0,The Core Customer Base
12522,39,2,192.72,16.06,16.166666666666668,0.0,0,The Core Customer Base
12523,19,11,1789.77,16.884622641509434,8.160377358490566,0.0,0,The Core Customer Base
12524,9,8,4485.72,31.150833333333335,25.6875,0.0,0,The Core Customer Base
12526,1,3,1316.66,18.54450704225352,8.901408450704226,0.0,0,The Core Customer Base
12527,82,3,348.71000000000004,19.37277777777778,13.0,0.0,0,The Core Customer Base
12528,9,6,1933.48,21.01608695652174,8.217391304347826,0.0,0,The Core Customer Base
12530,60,4,1662.28,25.186060606060607,13.833333333333334,0.0,0,The Core Customer Base
12531,15,1,125.22,7.365882352941177,2.6470588235294117,0.0,0,The Core Customer Base
12532,30,1,349.83000000000004,21.864375000000003,9.5625,0.0,0,The Core Customer Base
12534,131,1,1089.18,17.28857142857143,10.333333333333334,0.0,0,The Core Customer Base
12535,92,2,716.35,21.069117647058825,6.4411764705882355,0.0,0,The Core Customer Base
12536,43,3,12601.830000000002,48.282873563218395,10.739463601532567,0.0,0,The Core Customer Base
12538,29,1,363.95,17.33095238095238,9.095238095238095,0.0,0,The Core Customer Base
12539,22,4,5568.35,20.396886446886448,7.571428571428571,0.0,0,The Core Customer Base
12540,20,17,13400.24,28.03397489539749,13.985355648535565,0.0,0,The Core Customer Base
12541,30,3,981.18,18.868846153846153,13.076923076923077,0.0,0,The Core Customer Base
12544,36,1,372.7,19.61578947368421,7.157894736842105,0.0,0,The Core Customer Base
12545,75,2,1000.39,20.0078,10.46,0.0,0,The Core Customer Base
12546,47,2,1161.5,16.833333333333332,9.173913043478262,0.0,0,The Core Customer Base
12547,198,2,207.79999999999998,25.974999999999998,16.75,0.0,0,The Core Customer Base
12548,166,1,95.19999999999999,19.04,9.8,0.0,0,The Core Customer Base
12550,79,1,964.8299999999999,16.926842105263155,9.982456140350877,0.0,0,The Core Customer Base
12551,358,1,168.0,16.8,10.0,0.0,0,The Core Customer Base
12552,39,2,437.82,21.891,4.4,0.0,0,The Core Customer Base
12553,8,10,3692.28,19.33130890052356,10.287958115183246,0.0,0,The Core Customer Base
12556,50,2,603.71,4.989338842975207,2.958677685950413,0.0,0,The Core Customer Base
12557,16,5,11990.960000000001,363.36242424242425,132.84848484848484,0.0,0,The Core Customer Base
12558,8,1,269.96,24.54181818181818,17.818181818181817,0.0,0,The Core Customer Base
12559,311,2,561.71,26.74809523809524,13.476190476190476,0.0,0,The Core Customer Base
12560,5,3,2134.01,20.323904761904764,10.571428571428571,0.0,0,The Core Customer Base
12561,303,1,238.85,14.928125,11.0625,0.0,0,The Core Customer Base
12562,8,7,3781.7400000000002,22.510357142857146,10.589285714285714,0.0,0,The Core Customer Base
12564,261,1,456.9,21.757142857142856,6.333333333333333,0.0,0,The Core Customer Base
12565,289,1,145.92,16.21333333333333,8.88888888888889,0.0,0,The Core Customer Base
12566,86,1,351.65,18.507894736842104,13.947368421052632,0.0,0,The Core Customer Base
12567,23,10,9401.28,21.079103139013455,9.652466367713005,0.0,0,The Core Customer Base
12569,2,32,4124.69,21.939840425531912,9.579787234042554,0.0,0,The Core Customer Base
12571,40,2,519.61,15.28264705882353,15.382352941176471,0.0,0,The Core Customer Base
12572,9,2,1020.42,17.006999999999998,7.533333333333333,0.0,0,The Core Customer Base
12573,227,1,160.54000000000002,5.733571428571429,3.0,0.0,0,The Core Customer Base
12574,316,1,218.45000000000002,19.85909090909091,5.545454545454546,0.0,0,The Core Customer Base
12576,36,5,1315.83,14.952613636363635,10.988636363636363,0.0,0,The Core Customer Base
12577,35,3,657.8,4.474829931972788,3.2108843537414966,0.0,0,The Core Customer Base
12578,21,2,2794.51,24.51324561403509,10.491228070175438,0.0,0,The Core Customer Base
12579,78,1,440.42,15.18689655172414,9.827586206896552,0.0,0,The Core Customer Base
12580,247,1,415.7,17.320833333333333,9.916666666666666,0.0,0,The Core Customer Base
12581,40,1,197.71,13.180666666666667,10.733333333333333,0.0,0,The Core Customer Base
12582,239,2,511.36,23.243636363636366,13.636363636363637,0.0,0,The Core Customer Base
12583,3,15,7281.38,29.47927125506073,20.48582995951417,0.0,0,The Core Customer Base
12584,4,9,2338.15,24.355729166666666,4.333333333333333,0.0,0,The Core Customer Base
12585,234,2,2040.1,23.44942528735632,14.701149425287356,0.0,0,The Core Customer Base
12586,17,1,196.94,17.903636363636362,7.181818181818182,0.0,0,The Core Customer Base
12587,8,1,144.0,36.0,12.75,0.0,0,The Core Customer Base
12588,39,1,214.89999999999998,21.49,5.3,0.0,0,The Core Customer Base
12589,29,2,646.68,18.47657142857143,8.742857142857142,0.0,0,The Core Customer Base
12590,211,2,9864.26,145.06264705882353,62.98529411764706,0.0,0,The Core Customer Base
12591,317,1,452.85,17.417307692307695,8.76923076923077,0.0,0,The Core Customer Base
12592,92,2,437.6,24.311111111111114,16.11111111111111,0.0,0,The Core Customer Base
12593,109,3,418.09999999999997,19.909523809523808,9.80952380952381,0.0,0,The Core Customer Base
12594,38,10,3338.2200000000003,28.290000000000003,15.059322033898304,0.0,0,The Core Customer Base
12596,51,2,618.27,22.898888888888887,17.555555555555557,0.0,0,The Core Customer Base
12597,19,4,3811.22,18.50106796116505,10.854368932038835,0.0,0,The Core Customer Base
12598,10,8,3023.08,22.902121212121212,14.878787878787879,0.0,0,The Core Customer Base
12599,29,7,1032.58,16.654516129032256,15.419354838709678,0.0,0,The Core Customer Base
12600,29,10,2599.04,40.61,12.09375,0.0,0,The Core Customer Base
12601,190,5,577.0600000000001,20.609285714285715,8.75,0.0,0,The Core Customer Base
12602,59,1,153.12,12.76,13.5,0.0,0,The Core Customer Base
12603,22,1,739.1999999999999,369.59999999999997,31.5,0.0,0,The Core Customer Base
12604,79,2,254.18,15.88625,12.5625,0.0,0,The Core Customer Base
12607,60,1,1579.51,15.63871287128713,12.158415841584159,0.0,0,The Core Customer Base
12609,78,3,1126.85,18.78083333333333,10.8,0.0,0,The Core Customer Base
12610,23,5,2099.54,19.80698113207547,9.89622641509434,0.0,0,The Core Customer Base
12611,52,1,1193.32,18.35876923076923,13.015384615384615,0.0,0,The Core Customer Base
12612,74,1,704.0400000000001,37.054736842105264,13.789473684210526,0.0,0,The Core Customer Base
12613,57,5,3344.38,21.858692810457516,10.745098039215685,0.0,0,The Core Customer Base
12614,278,1,315.6,15.780000000000001,3.8,0.0,0,The Core Customer Base
12615,2,4,2291.19,21.820857142857143,13.104761904761904,0.0,0,The Core Customer Base
12616,95,2,713.3,22.290625,8.875,0.0,0,The Core Customer Base
12617,29,1,355.53,8.465,5.071428571428571,0.0,0,The Core Customer Base
12618,22,1,177.31,16.11909090909091,8.727272727272727,0.0,0,The Core Customer Base
12619,16,9,3641.24,40.45822222222222,37.53333333333333,0.0,0,The Core Customer Base
12620,15,3,1339.41,14.558804347826088,12.83695652173913,0.0,0,The Core Customer Base
12621,2,20,13689.67,29.31406852248394,15.931477516059957,0.0,0,The Core Customer Base
12622,232,1,180.1,16.37272727272727,6.2727272727272725,0.0,0,The Core Customer Base
12623,276,1,305.1,16.950000000000003,10.61111111111111,0.0,0,The Core Customer Base
12624,106,2,641.13,16.87184210526316,9.342105263157896,0.0,0,The Core Customer Base
12625,212,2,2683.82,31.207209302325584,18.74418604651163,0.0,0,The Core Customer Base
12626,23,9,6620.48,22.51863945578231,11.744897959183673,0.0,0,The Core Customer Base
12627,11,7,4478.53,19.47186956521739,11.965217391304348,0.0,0,The Core Customer Base
12628,4,3,786.46,19.181951219512197,10.926829268292684,0.0,0,The Core Customer Base
12630,10,2,1270.88,19.8575,8.5625,0.0,0,The Core Customer Base
12631,57,1,640.5,20.661290322580644,7.612903225806452,0.0,0,The Core Customer Base
12633,59,4,2163.98,21.425544554455445,11.504950495049505,0.0,0,The Core Customer Base
12635,90,2,1689.18,16.724554455445546,11.603960396039604,0.0,0,The Core Customer Base
12637,67,8,6021.9,15.440769230769229,7.697435897435898,0.0,0,The Core Customer Base
12638,33,1,671.69,17.222820512820515,14.794871794871796,0.0,0,The Core Customer Base
12639,239,1,486.1,22.095454545454547,9.136363636363637,0.0,0,The Core Customer Base
12640,24,3,1174.58,22.16188679245283,5.867924528301887,0.0,0,The Core Customer Base
12641,115,1,185.9,18.59,7.2,0.0,0,The Core Customer Base
12642,25,3,1013.26,21.558723404255318,11.74468085106383,0.0,0,The Core Customer Base
12643,128,6,3344.64,139.35999999999999,75.33333333333333,0.0,0,The Core Customer Base
12644,130,1,477.91,15.416451612903227,10.483870967741936,0.0,0,The Core Customer Base
12645,34,4,1775.18,24.31753424657534,14.849315068493151,0.0,0,The Core Customer Base
12646,5,2,1346.97,29.932666666666666,19.933333333333334,0.0,0,The Core Customer Base
12647,22,12,3722.82,30.76710743801653,11.826446280991735,0.0,0,The Core Customer Base
12648,155,1,318.05,15.145238095238096,7.619047619047619,0.0,0,The Core Customer Base
12649,107,3,623.51,20.113225806451613,18.903225806451612,0.0,0,The Core Customer Base
12650,3,1,314.44000000000005,15.722000000000003,12.7,0.0,0,The Core Customer Base
12651,335,1,114.0,12.666666666666666,8.666666666666666,0.0,0,The Core Customer Base
12652,331,1,919.98,19.16625,10.520833333333334,0.0,0,The Core Customer Base
12653,149,2,2209.85,51.391860465116274,21.372093023255815,0.0,0,The Core Customer Base
12654,11,5,601.98,15.841578947368422,6.947368421052632,0.0,0,The Core Customer Base
12656,17,5,4051.17,32.152142857142856,13.674603174603174,0.0,0,The Core Customer Base
12657,11,4,1643.18,34.961276595744685,22.21276595744681,0.0,0,The Core Customer Base
12658,19,1,686.05,19.056944444444444,8.88888888888889,0.0,0,The Core Customer Base
12659,30,1,91.68,18.336000000000002,21.0,0.0,0,The Core Customer Base
12660,11,1,245.1,18.853846153846153,9.76923076923077,0.0,0,The Core Customer Base
12662,1,11,3849.78,16.73817391304348,8.947826086956521,0.0,0,The Core Customer Base
12664,8,9,4881.88,131.94270270270272,32.513513513513516,0.0,0,The Core Customer Base
12665,325,1,63.0,21.0,12.333333333333334,0.0,0,The Core Customer Base
12667,58,1,620.13,18.791818181818183,11.969696969696969,0.0,0,The Core Customer Base
12668,12,4,3807.15,23.64689440993789,10.149068322981366,0.0,0,The Core Customer Base
12669,151,3,2744.0299999999997,27.168613861386135,11.03960396039604,0.0,0,The Core Customer Base
12670,10,5,2996.05,32.56576086956522,15.184782608695652,0.0,0,The Core Customer Base
12672,330,1,225.9,22.59,7.8,0.0,0,The Core Customer Base
12673,5,2,610.52,14.536190476190475,8.357142857142858,0.0,0,The Core Customer Base
12674,39,4,1970.6,23.742168674698792,13.650602409638553,0.0,0,The Core Customer Base
12676,25,6,1331.39,29.586444444444446,14.88888888888889,0.0,0,The Core Customer Base
12678,42,12,17628.46,106.83915151515151,66.2,0.0,0,The Core Customer Base
12679,59,4,1113.02,23.187916666666666,11.541666666666666,0.0,0,The Core Customer Base
12680,1,4,862.81,16.592499999999998,8.51923076923077,0.0,0,The Core Customer Base
12681,15,22,13787.54,21.610564263322885,11.81191222570533,0.0,0,The Core Customer Base
12682,4,31,12288.22,23.406133333333333,10.619047619047619,0.0,0,The Core Customer Base
12683,4,15,8476.57,24.641191860465117,14.497093023255815,0.0,0,The Core Customer Base
12684,8,7,2283.63,21.748857142857144,18.904761904761905,0.0,0,The Core Customer Base
12685,28,6,2863.08,18.236178343949042,9.700636942675159,0.0,0,The Core Customer Base
12686,372,1,89.14,12.734285714285715,15.285714285714286,0.0,0,The Core Customer Base
12688,114,1,4873.81,28.50181286549708,17.707602339181285,0.0,0,The Core Customer Base
12689,26,2,1247.61,17.327916666666667,8.722222222222221,0.0,0,The Core Customer Base
12690,206,1,389.01,24.313125,6.625,0.0,0,The Core Customer Base
12691,28,6,1035.8,32.36875,12.3125,0.0,0,The Core Customer Base
12693,127,4,855.91,21.946410256410257,6.538461538461538,0.0,0,The Core Customer Base
12694,70,2,869.67,23.504594594594593,13.756756756756756,0.0,0,The Core Customer Base
12695,7,4,582.1,21.55925925925926,8.148148148148149,0.0,0,The Core Customer Base
12697,29,3,957.59,23.355853658536585,12.390243902439025,0.0,0,The Core Customer Base
12700,8,4,4939.99,18.432798507462685,11.07089552238806,0.0,0,The Core Customer Base
12701,80,2,797.71,15.051132075471699,12.79245283018868,0.0,0,The Core Customer Base
12702,20,1,219.0,18.25,4.416666666666667,0.0,0,The Core Customer Base
12703,71,1,283.55,13.502380952380953,7.809523809523809,0.0,0,The Core Customer Base
12704,7,8,2340.84,26.600454545454546,11.431818181818182,0.0,0,The Core Customer Base
12705,15,9,6868.29,20.56374251497006,11.967065868263473,0.0,0,The Core Customer Base
12707,292,1,603.42,18.285454545454545,7.757575757575758,0.0,0,The Core Customer Base
12708,30,10,2712.91,17.27968152866242,8.32484076433121,0.0,0,The Core Customer Base
12709,15,15,9736.52,46.81019230769231,18.923076923076923,0.0,0,The Core Customer Base
12710,97,3,1149.02,14.922337662337663,11.051948051948052,0.0,0,The Core Customer Base
12712,29,13,4396.13,33.053609022556394,7.984962406015038,0.0,0,The Core Customer Base
12713,1,1,848.55,22.330263157894734,13.368421052631579,0.0,0,The Core Customer Base
12714,9,5,4708.86,18.18092664092664,11.849420849420849,0.0,0,The Core Customer Base
12715,106,1,353.86,16.85047619047619,9.380952380952381,0.0,0,The Core Customer Base
12716,4,2,1053.49,15.267971014492753,10.26086956521739,0.0,0,The Core Customer Base
12717,151,2,1030.98,18.74509090909091,9.2,0.0,0,The Core Customer Base
12718,71,1,238.25,12.539473684210526,10.68421052631579,0.0,0,The Core Customer Base
12719,5,2,644.95,16.53717948717949,9.58974358974359,0.0,0,The Core Customer Base
12720,3,25,5781.7300000000005,16.33257062146893,13.19774011299435,0.0,0,The Core Customer Base
12721,32,6,2656.13,16.497701863354038,12.167701863354038,0.0,0,The Core Customer Base
12722,85,4,997.63,18.82320754716981,10.679245283018869,0.0,0,The Core Customer Base
12723,4,5,725.07,10.508260869565218,6.2898550724637685,0.0,0,The Core Customer Base
12724,5,4,1031.41,19.460566037735852,8.39622641509434,0.0,0,The Core Customer Base
12725,371,1,427.8,17.825,6.833333333333333,0.0,0,The Core Customer Base
12726,28,7,2609.1,21.041129032258063,25.346774193548388,0.0,0,The Core Customer Base
12727,11,7,3980.7,28.638129496402875,15.093525179856115,0.0,0,The Core Customer Base
12728,71,4,836.33,18.18108695652174,9.108695652173912,0.0,0,The Core Customer Base
12729,114,1,453.01,17.423461538461538,8.961538461538462,0.0,0,The Core Customer Base
12731,24,12,18895.91,68.96317518248175,30.791970802919707,0.0,0,The Core Customer Base
12732,180,1,236.26000000000002,19.688333333333336,9.25,0.0,0,The Core Customer Base
12733,234,1,383.95,17.452272727272728,6.2272727272727275,0.0,0,The Core Customer Base
12734,353,1,110.39999999999999,27.599999999999998,22.0,0.0,0,The Core Customer Base
12735,315,2,779.5699999999999,18.12953488372093,8.55813953488372,0.0,0,The Core Customer Base
12736,333,1,234.0,58.5,43.25,0.0,0,The Core Customer Base
12738,372,1,155.35,14.122727272727273,13.454545454545455,0.0,0,The Core Customer Base
12739,78,2,1013.04,26.658947368421053,12.789473684210526,0.0,0,The Core Customer Base
12740,64,1,427.6,15.837037037037037,12.666666666666666,0.0,0,The Core Customer Base
12743,134,2,546.43,4.077835820895522,2.3805970149253732,0.0,0,The Core Customer Base
12744,52,7,21279.29,95.85265765765766,23.60810810810811,0.0,0,The Core Customer Base
12747,2,11,4196.01,40.737961165048546,12.37864077669903,0.0,0,The Core Customer Base
12748,1,209,33719.73,7.338352557127313,5.603264417845484,0.0,0,The Core Customer Base
12749,4,5,4090.88,20.55718592964824,7.391959798994975,0.0,0,The Core Customer Base
12750,129,1,275.88,18.392,9.133333333333333,0.0,0,The Core Customer Base
12752,81,1,4366.78,82.3920754716981,42.679245283018865,0.0,0,The Core Customer Base
12753,23,6,21429.39,108.77862944162436,57.974619289340104,0.0,0,The Core Customer Base
12754,236,3,3010.74,47.78952380952381,102.87301587301587,0.0,0,The Core Customer Base
